block_id,name,category,subcategory,origin,function,archetype,implementation_tier,protocol_status,timing_status,cdc_status,numeric_status,core,source_file,testbench_file,static_validation,ghdl_analysis,functional_simulation
1058,instruction_prefetch_buffer_programmable,CPU Frontend,"Fetch, prediction and decode",Generated family variant,"Fetches, predicts, queues, or decodes instructions for a processor pipeline. Architecture variant: **programmable**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/cpu_frontend/instruction_prefetch_buffer_programmable.vhd,tb/blocks/cpu_frontend/tb_instruction_prefetch_buffer_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1059,branch_execution_unit_pipelined,CPU Execution,Execution units and scheduling,Generated family variant,Schedules and executes processor operations while managing dependencies. Architecture variant: **pipelined**.,control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/cpu_execution/branch_execution_unit_pipelined.vhd,tb/blocks/cpu_execution/tb_branch_execution_unit_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1060,interrupt_controller_programmable,CPU Memory and Privilege,"Memory management, interrupts and privilege",Generated family variant,"Controls privilege, exceptions, protection, coherency, and memory access. Architecture variant: **programmable**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/cpu_memory_and_privilege/interrupt_controller_programmable.vhd,tb/blocks/cpu_memory_and_privilege/tb_interrupt_controller_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1061,watchdog_peripheral_programmable,SoC Peripherals,General-purpose peripherals,Generated family variant,"Provides software-controlled timing, I/O, boot, and system-management functions. Architecture variant: **programmable**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/soc_peripherals/watchdog_peripheral_programmable.vhd,tb/blocks/soc_peripherals/tb_watchdog_peripheral_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1062,primitive_assembler_pipelined,GPU Geometry,Geometry and raster setup,Generated family variant,Processes geometry and prepares primitives or tiles for rasterization. Architecture variant: **pipelined**.,control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/gpu_geometry/primitive_assembler_pipelined.vhd,tb/blocks/gpu_geometry/tb_primitive_assembler_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1063,texture_filter_unit_line_buffered,GPU Pixel,"Raster, texture and pixel operations",Generated family variant,"Generates and processes fragments, pixels, depth, texture, and blend data. Architecture variant: **line buffered**.",media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/gpu_pixel/texture_filter_unit_line_buffered.vhd,tb/blocks/gpu_pixel/tb_texture_filter_unit_line_buffered.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1064,displayport_timing_controller_line_buffered,Video Timing,Display timing and frame transport,Generated family variant,"Generates display timing, addresses pixels, and moves frame data. Architecture variant: **line buffered**.",video_timing,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_video_timing_core,rtl/blocks/video_timing/displayport_timing_controller_line_buffered.vhd,tb/blocks/video_timing/tb_displayport_timing_controller_line_buffered.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1065,rgb_to_hsv_line_buffered,Image Processing,Pixel and neighborhood operations,Generated family variant,Transforms colors or applies per-pixel and neighborhood image operations. Architecture variant: **line buffered**.,media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/image_processing/rgb_to_hsv_line_buffered.vhd,tb/blocks/image_processing/tb_rgb_to_hsv_line_buffered.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1066,raw_bayer_unpacker_line_buffered,Camera and ISP,Camera capture and image signal processing,Generated family variant,Captures sensor data and performs early image-signal-processing stages. Architecture variant: **line buffered**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/camera_and_isp/raw_bayer_unpacker_line_buffered.vhd,tb/blocks/camera_and_isp/tb_raw_bayer_unpacker_line_buffered.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1067,tdm_transmitter_bridge,Audio Interfaces,Digital audio transport,Generated family variant,"Transports, frames, clocks, or buffers digital audio samples. Architecture variant: **bridge**.",media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/audio_interfaces/tdm_transmitter_bridge.vhd,tb/blocks/audio_interfaces/tb_tdm_transmitter_bridge.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1068,audio_equalizer_pipelined,Audio DSP,Audio processing and synthesis,Generated family variant,"Processes, mixes, controls dynamics, resamples, or synthesizes audio. Architecture variant: **pipelined**.",media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/audio_dsp/audio_equalizer_pipelined.vhd,tb/blocks/audio_dsp/tb_audio_equalizer_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1069,depthwise_convolution_engine_bf16,Machine Learning,Neural-network layers,Generated family variant,Accelerates common neural-network layer operations and post-processing. Architecture variant: **bf16**.,vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_vector_mac_core,rtl/blocks/machine_learning/depthwise_convolution_engine_bf16.vhd,tb/blocks/machine_learning/tb_depthwise_convolution_engine_bf16.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1070,value_projection_engine_bf16,Transformer Acceleration,Attention and sequence models,Generated family variant,"Accelerates attention, normalization, projection, and feed-forward stages. Architecture variant: **bf16**.",datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_datapath_core,rtl/blocks/transformer_acceleration/value_projection_engine_bf16.vhd,tb/blocks/transformer_acceleration/tb_value_projection_engine_bf16.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1071,dynamic_range_tracker_bf16,Quantization and Sparsity,Low-precision and sparse AI,Generated family variant,"Supports quantized arithmetic, sparse dataflow, and tensor layout conversion. Architecture variant: **bf16**.",vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_vector_mac_core,rtl/blocks/quantization_and_sparsity/dynamic_range_tracker_bf16.vhd,tb/blocks/quantization_and_sparsity/tb_dynamic_range_tracker_bf16.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1072,waypoint_sequencer_programmable,Robotics,"Motion, navigation and control",Generated family variant,"Computes feedback control, pose, trajectories, or actuator commands. Architecture variant: **programmable**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/robotics/waypoint_sequencer_programmable.vhd,tb/blocks/robotics/tb_waypoint_sequencer_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1073,space_vector_pwm_programmable,Motor and Power Control,Motor drives and power electronics,Generated family variant,"Controls switching power stages, motor commutation, and closed-loop drives. Architecture variant: **programmable**.",pwm,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_pwm_core,rtl/blocks/motor_and_power_control/space_vector_pwm_programmable.vhd,tb/blocks/motor_and_power_control/tb_space_vector_pwm_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1074,sample_trigger_engine_programmable,Sensors and DAQ,Acquisition and instrumentation,Generated family variant,"Captures, timestamps, measures, calibrates, or triggers on sensor signals. Architecture variant: **programmable**.",sensor,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sensor_core,rtl/blocks/sensors_and_daq/sample_trigger_engine_programmable.vhd,tb/blocks/sensors_and_daq/tb_sample_trigger_engine_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1075,profibus_frame_engine_programmable,Industrial Protocols,Fieldbus and deterministic control,Generated family variant,Implements or assists industrial communication and deterministic I/O. Architecture variant: **programmable**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/industrial_protocols/profibus_frame_engine_programmable.vhd,tb/blocks/industrial_protocols/tb_profibus_frame_engine_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1076,poly1305_engine_key_agile,Cryptography,"Encryption, authentication and key services",Generated family variant,"Provides cryptographic transformations, authentication, or key derivation. Architecture variant: **key agile**.",crypto_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_crypto_shell_core,rtl/blocks/cryptography/poly1305_engine_key_agile.vhd,tb/blocks/cryptography/tb_poly1305_engine_key_agile.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1077,parity_checker_programmable,Safety and Reliability,Fault detection and safe operation,Generated family variant,"Detects faults, contains errors, reports health, or forces a safe state. Architecture variant: **programmable**.",safety,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_safety_monitor_core,rtl/blocks/safety_and_reliability/parity_checker_programmable.vhd,tb/blocks/safety_and_reliability/tb_parity_checker_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
